,Unnamed: 0,ID,Type,Roll,Pitch,Yaw,X_acc,Y_acc,Z_acc,Interval Time,Time,index
0,0,1,Trigo,0.0,0.0,0.0,0.0,0.0,0.0,50,2024-03-21 17:09:36.274296,0
1,1,1,Trigo,-32.2953,-72.7659,164.883,-7.2425,-2.2178,1.8346,50,2024-03-21 17:09:36.325925,1
2,2,1,Trigo,-63.9878,-65.288,-176.6552,-7.0126,-5.6235,3.2955,50,2024-03-21 17:09:36.372182,2
3,3,1,Trigo,-92.0022,-52.5096,-171.9977,-14.6144,-13.8863,2.8644,50,2024-03-21 17:09:36.436082,3
4,4,1,Trigo,-116.7397,-45.9171,-170.5789,-5.9684,-10.2555,1.7532,50,2024-03-21 17:09:36.532861,4
5,5,1,Trigo,-100.4071,-56.1892,164.0166,-7.1132,-6.5432,6.1313,50,2024-03-21 17:09:36.559384,5
6,6,1,Trigo,-90.5448,-58.5584,155.8926,-6.1169,-6.8833,5.6235,50,2024-03-21 17:09:36.632444,6
7,7,1,Trigo,-117.0557,-51.0179,-170.5108,-9.9872,-10.1836,0.6131,50,2024-03-21 17:09:36.699737,7
8,8,1,Trigo,-131.2189,-39.5315,-147.5535,-10.8494,-8.8807,-1.8825,50,2024-03-21 17:09:36.754619,8
9,9,1,Trigo,-127.4179,-43.5469,-144.0819,-10.3177,-4.4835,3.7506,50,2024-03-21 17:09:36.821517,9
10,10,1,Trigo,-122.0658,-46.6066,-147.7608,-10.2076,-2.6681,3.3578,50,2024-03-21 17:09:36.887804,10
11,11,1,Trigo,-125.1876,-39.4906,-142.4435,-12.617,-3.6117,-0.8191,50,2024-03-21 17:09:36.936917,11
12,12,1,Trigo,-104.0425,-31.1935,-153.8261,-13.7474,-5.2307,3.2189,50,2024-03-21 17:09:37.032711,12
13,13,1,Trigo,-80.8885,-28.5653,-160.2438,-11.0363,-3.4776,1.1017,50,2024-03-21 17:09:37.162951,13
14,14,1,Trigo,-32.9371,-34.6566,-168.164,-13.0337,-7.4725,1.4562,50,2024-03-21 17:09:37.261847,14
15,15,1,Trigo,-10.0613,-43.4713,-178.4654,-10.1788,-6.4187,1.164,50,2024-03-21 17:09:37.332780,15
16,16,1,Trigo,13.5562,-48.8262,165.5885,-8.5502,-4.6655,1.7388,50,2024-03-21 17:09:37.374033,16
17,17,1,Trigo,41.7319,-48.7285,141.1331,-7.4294,-1.8442,2.6968,50,2024-03-21 17:09:37.445916,17
18,18,1,Trigo,56.4519,-47.0421,122.9756,-7.2713,-0.3257,2.4094,50,2024-03-21 17:09:37.496548,18
19,19,1,Trigo,60.9523,-51.0266,106.0844,-8.646,-0.6946,2.3375,50,2024-03-21 17:09:37.561416,19
20,20,1,Trigo,47.0392,-68.279,97.833,-13.005,-8.5933,1.1257,50,2024-03-21 17:09:37.633532,20
21,21,1,Trigo,-27.2635,-82.3725,150.5432,-11.6685,-11.4817,-0.5988,50,2024-03-21 17:09:37.686441,21
22,22,1,Trigo,-57.971,-71.8729,159.9252,-10.3704,-11.6685,4.5649,50,2024-03-21 17:09:37.749827,22
23,23,1,Trigo,-31.6318,-69.4082,114.2664,-8.2293,-7.5587,6.6629,50,2024-03-21 17:09:37.831978,23
24,24,1,Trigo,-19.8685,-78.1516,84.8226,-9.4699,-5.9301,3.9135,50,2024-03-21 17:09:37.886820,24
25,25,1,Trigo,-146.6414,-87.2309,-158.1782,-12.1475,-6.7923,2.2369,50,2024-03-21 17:09:37.947270,25
26,26,1,Trigo,-164.5739,-79.5948,-138.1217,-10.289,-4.8044,3.3434,50,2024-03-21 17:09:38.015998,26
27,27,1,Trigo,-171.3679,-72.5827,-127.4025,-9.8435,-3.9518,2.7543,50,2024-03-21 17:09:38.070698,27
28,28,1,Trigo,-163.6895,-57.9696,-128.3817,-10.2698,-3.1279,1.5951,50,2024-03-21 17:09:38.148935,28
29,29,1,Trigo,-153.0415,-53.5076,-134.7378,-11.041,-3.8081,1.6095,50,2024-03-21 17:09:38.191717,29
30,30,1,Trigo,-133.6428,-47.4731,-144.6057,-11.9559,-3.5973,1.825,50,2024-03-21 17:09:38.255423,30
31,31,1,Trigo,-113.4794,-40.3345,-149.885,-10.6578,-4.5122,0.9724,50,2024-03-21 17:09:38.321341,31
32,32,1,Trigo,-83.7688,-30.9881,-156.0778,-11.7835,-8.464,4.3973,50,2024-03-21 17:09:38.383111,32
33,33,1,Trigo,-52.5492,-34.7634,-144.9416,-11.2422,-11.3237,0.1629,50,2024-03-21 17:09:38.448915,33
34,34,1,Trigo,-24.8296,-56.8068,-141.2748,-11.8601,-7.0653,-0.1293,50,2024-03-21 17:09:38.516465,34
35,35,1,Trigo,0.0822,-65.1442,-156.4519,-10.8782,-6.1983,2.3232,50,2024-03-21 17:09:38.582637,35
36,36,1,Trigo,26.3584,-72.0917,-179.5569,-12.0565,-6.7013,2.4286,50,2024-03-21 17:09:38.648113,36
37,37,1,Trigo,85.1951,-73.8515,121.1311,-11.1704,-3.6069,0.2012,50,2024-03-21 17:09:38.704350,37
38,38,1,Trigo,100.1794,-62.3215,104.3714,-9.5561,0.8718,2.2274,50,2024-03-21 17:09:38.762751,38
39,39,1,Trigo,97.3555,-53.3108,98.1147,-7.7647,2.3567,2.692,50,2024-03-21 17:09:38.838665,39
40,40,1,Trigo,88.7703,-53.1528,80.3883,-7.5395,-0.6179,0.9053,50,2024-03-21 17:09:38.916205,40
41,41,1,Trigo,70.7121,-63.3154,65.2226,-11.6733,-5.0343,3.7171,50,2024-03-21 17:09:38.962842,41
42,42,1,Trigo,44.8915,-78.6339,64.7393,-12.3487,-10.6578,-0.5796,50,2024-03-21 17:09:39.021411,42
43,43,1,Trigo,-21.9497,-79.7544,112.2984,-13.163,-11.1943,6.821,50,2024-03-21 17:09:39.075636,43
44,44,1,Trigo,25.863,-77.235,63.6157,-8.1287,-4.8475,4.3398,50,2024-03-21 17:09:39.197195,44
45,45,2,Trigo,-141.3038,-83.2833,-174.9478,-10.174,-5.9875,0.6802,50,2024-03-21 17:09:48.072381,45
46,46,2,Trigo,-168.5586,-75.4947,-144.7471,-11.6446,-3.9614,0.5892,50,2024-03-21 17:09:48.128065,46
47,47,2,Trigo,-166.0716,-69.3072,-146.2365,-12.4781,-3.9614,0.3257,50,2024-03-21 17:09:48.176990,47
48,48,2,Trigo,-150.6071,-62.0995,-158.953,-12.4158,-3.3578,0.7568,50,2024-03-21 17:09:48.265712,48
49,49,2,Trigo,-133.0792,-56.0012,-168.3467,-11.5919,-2.3136,0.4455,50,2024-03-21 17:09:48.333142,49
50,50,2,Trigo,-115.3427,-52.7146,-172.0959,-10.8542,-2.5291,0.5892,50,2024-03-21 17:09:48.387366,50
51,51,2,Trigo,-93.7171,-50.4801,-175.0777,-10.5333,-3.7937,0.1341,50,2024-03-21 17:09:48.438646,51
52,52,2,Trigo,-64.922,-48.0692,-177.8751,-9.8531,-5.7001,0.8095,50,2024-03-21 17:09:48.504192,52
53,53,2,Trigo,-43.4988,-51.4662,-175.1405,-8.6796,-5.5038,0.1245,50,2024-03-21 17:09:48.562876,53
54,54,2,Trigo,-26.62,-63.7598,-175.2572,-9.9298,-5.8822,-0.3401,50,2024-03-21 17:09:48.632752,54
55,55,2,Trigo,4.7552,-74.4022,161.8062,-11.1752,-3.9709,0.091,50,2024-03-21 17:09:48.699464,55
56,56,2,Trigo,49.6485,-75.2896,119.9709,-10.4614,-1.9064,-0.1245,50,2024-03-21 17:09:48.754146,56
57,57,2,Trigo,55.6984,-74.9434,102.9311,-10.0495,-4.1003,0.8383,50,2024-03-21 17:09:48.832268,57
58,58,2,Trigo,-11.2957,-82.8955,139.4754,-12.8086,-14.7629,-1.552,50,2024-03-21 17:09:48.899286,58
59,59,2,Trigo,-40.4915,-73.2022,130.7889,-3.5782,-11.5775,-0.5844,50,2024-03-21 17:09:48.966773,59
60,60,2,Trigo,-17.4268,-57.1861,85.4022,-7.7838,-13.5175,5.7193,50,2024-03-21 17:09:49.011974,60
61,61,2,Trigo,-6.9093,-41.1819,55.737,-3.0034,-3.9614,3.9853,50,2024-03-21 17:09:49.082667,61
62,62,2,Trigo,-11.3941,-48.1919,51.4097,-7.597,-8.2724,2.2561,50,2024-03-21 17:09:49.132286,62
63,63,2,Trigo,-22.6282,-65.1006,63.115,-7.3383,-8.9717,0.3209,50,2024-03-21 17:09:49.201323,63
64,64,2,Trigo,-41.2501,-86.8847,86.3569,-8.2149,-7.4437,-0.9676,50,2024-03-21 17:09:49.257017,64
65,65,2,Trigo,133.2211,-83.2971,-82.9143,-9.331,-5.4463,1.4131,50,2024-03-21 17:09:49.320630,65
66,66,2,Trigo,156.8028,-73.9435,-106.9108,-10.0974,-5.5373,0.5892,50,2024-03-21 17:09:49.387776,66
67,67,2,Trigo,169.5561,-66.1102,-123.2932,-11.5248,-5.2643,-0.2682,50,2024-03-21 17:09:49.438565,67
68,68,2,Trigo,-172.1681,-59.8553,-144.0735,-12.3823,-5.1972,1.0634,50,2024-03-21 17:09:49.515977,68
69,69,2,Trigo,-155.5507,-57.5111,-157.0535,-12.9906,-3.6788,1.7532,50,2024-03-21 17:09:49.570371,69
70,70,2,Trigo,-136.5971,-50.1232,-164.2341,-14.7294,-4.0667,-0.7233,50,2024-03-21 17:09:49.649007,70
71,71,2,Trigo,-110.1673,-45.8135,-173.1985,-13.963,-5.269,0.9676,50,2024-03-21 17:09:49.695816,71
72,72,2,Trigo,-78.9,-40.935,-178.7076,-11.4386,-6.5719,0.7329,50,2024-03-21 17:09:49.754301,72
73,73,2,Trigo,-54.4713,-43.4127,-173.7159,-12.1811,-9.0628,-1.6813,50,2024-03-21 17:09:49.821168,73
74,74,2,Trigo,-28.3684,-53.6955,-178.0885,-9.5753,-7.2761,0.1724,50,2024-03-21 17:09:49.886859,74
75,75,2,Trigo,3.2419,-62.7799,162.2288,-9.5561,-5.9205,0.7808,50,2024-03-21 17:09:49.936859,75
76,76,2,Trigo,67.352,-66.3641,109.3653,-10.586,-1.6957,-0.6419,50,2024-03-21 17:09:50.003554,76
77,77,2,Trigo,98.4933,-59.9206,87.0528,-10.0926,1.0969,-0.9772,50,2024-03-21 17:09:50.071289,77
78,78,2,Trigo,94.8396,-64.9354,80.5461,-8.2341,-4.0955,1.461,50,2024-03-21 17:09:50.124987,78
79,79,2,Trigo,177.3566,-84.8248,-56.3078,-5.5948,-9.5034,-2.7064,50,2024-03-21 17:09:50.246939,79
80,80,2,Trigo,-18.2362,-75.583,112.7456,-6.8689,-12.4541,4.5936,50,2024-03-21 17:09:50.315602,80
81,81,2,Trigo,0.6966,-59.8244,70.2199,-7.5156,-10.8446,3.9374,50,2024-03-21 17:09:50.382579,81
82,82,2,Trigo,11.9748,-60.7964,41.4677,-7.1419,-5.9971,3.1279,50,2024-03-21 17:09:50.430595,82
83,83,2,Trigo,16.5945,-76.3468,29.3646,-9.5801,-9.7334,0.0335,50,2024-03-21 17:09:50.516357,83
84,84,2,Trigo,95.456,-84.9685,-46.3132,-9.2352,-7.9275,1.5568,50,2024-03-21 17:09:50.569569,84
85,85,2,Trigo,148.7852,-69.6385,-99.4393,-10.289,-4.9673,-0.2922,50,2024-03-21 17:09:50.647134,85
86,86,2,Trigo,161.0503,-63.2247,-113.0692,-10.5525,-5.4175,0.0766,50,2024-03-21 17:09:50.682797,86
87,87,2,Trigo,179.9735,-59.7245,-136.4236,-13.2301,-6.5624,0.9867,50,2024-03-21 17:09:50.763807,87
88,88,2,Trigo,-170.8228,-54.4891,-149.6317,-14.8156,-4.79,-0.0431,50,2024-03-21 17:09:50.846581,88
89,89,2,Trigo,-160.2997,-50.7518,-158.5695,-13.8432,-2.3519,1.2598,50,2024-03-21 17:09:50.894889,89
90,90,2,Trigo,-142.5163,-48.0671,-168.2706,-14.4803,-2.7974,0.57,50,2024-03-21 17:09:50.955379,90
91,91,2,Trigo,-121.3228,-43.1709,-177.0969,-14.5042,-4.7134,0.0719,50,2024-03-21 17:09:51.003393,91
92,92,3,Trigo,9.8421,-56.2822,132.4481,-9.7477,-4.9481,0.3928,50,2024-03-21 17:09:52.483432,92
93,93,3,Trigo,46.1774,-58.4404,96.8933,-14.03,-0.661,2.3663,50,2024-03-21 17:09:52.529714,93
94,94,3,Trigo,68.7973,-58.3236,72.8617,-9.5801,-1.2694,-1.0969,50,2024-03-21 17:09:52.589762,94
95,95,3,Trigo,61.0195,-68.2013,69.4367,-13.8145,-13.0481,3.4967,50,2024-03-21 17:09:52.652790,95
96,96,3,Trigo,143.1999,-86.4617,-36.067,-8.9478,-12.229,-1.5951,50,2024-03-21 17:09:52.722260,96
97,97,3,Trigo,138.3174,-79.8694,-38.8538,-8.7849,-9.7908,2.3998,50,2024-03-21 17:09:52.788575,97
98,98,3,Trigo,164.2635,-54.7253,-80.8972,-10.4423,-10.5956,-3.5494,50,2024-03-21 17:09:52.946865,98
99,99,3,Trigo,170.638,-55.3248,-101.4349,-13.46,-8.0377,4.1961,50,2024-03-21 17:09:53.032421,99
100,100,3,Trigo,163.9174,-50.485,-107.2584,-14.2887,-4.1242,-0.2874,50,2024-03-21 17:09:53.098774,100
101,101,3,Trigo,167.3194,-43.5159,-123.2573,-14.9928,-4.9098,-0.57,50,2024-03-21 17:09:53.154108,101
102,102,3,Trigo,-177.8809,-45.9948,-148.8822,-17.8285,-5.3792,2.3663,50,2024-03-21 17:09:53.232760,102
103,103,3,Trigo,-156.2836,-36.1084,-172.1361,-14.509,-0.4598,1.0442,50,2024-03-21 17:09:53.346906,103
104,104,3,Trigo,-120.236,-34.0814,170.1466,-12.3344,-4.4116,0.3018,50,2024-03-21 17:09:53.403901,104
105,105,3,Trigo,-84.6717,-24.2409,159.4535,-16.2622,-11.0698,1.6621,50,2024-03-21 17:09:53.481504,105
106,106,3,Trigo,-54.5985,-22.5005,157.4007,-10.6387,-8.2245,-2.486,50,2024-03-21 17:09:53.546870,106
107,107,3,Trigo,-45.2992,-29.1046,149.4076,-9.1442,-6.7635,-0.7904,50,2024-03-21 17:09:53.613651,107
108,108,3,Trigo,-36.5019,-33.4936,137.1741,-10.0064,-6.9312,1.5568,50,2024-03-21 17:09:53.663625,108
109,109,3,Trigo,-13.809,-41.0099,120.1563,-16.4346,-9.3358,3.2333,50,2024-03-21 17:09:53.732085,109
110,110,3,Trigo,16.06,-60.3076,88.2071,-13.8863,-5.5612,-0.0192,50,2024-03-21 17:09:53.786633,110
111,111,3,Trigo,16.4345,-65.8018,79.7849,-12.4302,-17.2873,2.4908,50,2024-03-21 17:09:53.846173,111
112,112,3,Trigo,6.8721,-74.6339,74.6181,-8.9574,-13.4888,2.8597,50,2024-03-21 17:09:53.914117,112
113,113,3,Trigo,93.9689,-81.8976,-15.0781,-9.1202,-11.9607,2.1795,50,2024-03-21 17:09:53.963486,113
114,114,3,Trigo,157.4773,-51.8395,-70.7661,-10.5237,-7.0366,-1.6765,50,2024-03-21 17:09:54.047174,114
115,115,3,Trigo,-177.101,-37.4387,-88.9333,-12.0326,-8.5263,1.2885,50,2024-03-21 17:09:54.121971,115
116,116,3,Trigo,-158.5559,-26.1142,-103.6964,-14.6384,-9.8531,-1.2742,50,2024-03-21 17:09:54.179795,116
117,117,3,Trigo,-148.3074,-16.9778,-111.6159,-14.6815,-7.9371,-3.0704,50,2024-03-21 17:09:54.237631,117
118,118,3,Trigo,-138.1103,-19.9005,-123.9945,-15.4287,-5.1876,0.3688,50,2024-03-21 17:09:54.303858,118
119,119,3,Trigo,-131.4842,-20.2084,-140.3032,-17.7327,-5.5229,0.3736,50,2024-03-21 17:09:54.370833,119
120,120,3,Trigo,-115.3418,-18.5753,-151.692,-15.4383,-5.6139,-0.5077,50,2024-03-21 17:09:54.424786,120
121,121,3,Trigo,-84.1216,-22.8475,-158.5974,-13.0864,-8.4065,1.0778,50,2024-03-21 17:09:54.515952,121
122,122,3,Trigo,-50.3679,-28.4094,-156.2216,-12.8613,-13.2684,-0.0383,50,2024-03-21 17:09:54.570532,122
123,123,3,Trigo,-26.3388,-53.1902,-159.4521,-9.81,-7.5778,-1.825,50,2024-03-21 17:09:54.649877,123
124,124,3,Trigo,-0.8403,-68.865,172.9309,-12.1044,-5.3792,0.3161,50,2024-03-21 17:09:54.690758,124
125,125,3,Trigo,41.1099,-67.8383,130.8004,-15.3712,-1.7579,4.1386,50,2024-03-21 17:09:54.746749,125
126,126,3,Trigo,82.0508,-67.6181,82.0455,-13.3307,-0.1581,-2.4286,50,2024-03-21 17:09:54.815719,126
127,127,3,Trigo,68.9412,-80.6277,62.613,-18.3411,-19.117,-1.2406,50,2024-03-21 17:09:54.882966,127
128,128,3,Trigo,-56.7779,-84.2669,163.7784,-8.6125,-12.9235,-0.2108,50,2024-03-21 17:09:54.936952,128
129,129,3,Trigo,-3.362,-74.332,93.9421,-8.3682,-13.5414,3.6356,50,2024-03-21 17:09:54.997152,129
130,130,3,Trigo,27.158,-58.3356,47.0348,-6.6773,-7.9467,3.5063,50,2024-03-21 17:09:55.065448,130
131,131,3,Trigo,43.1073,-58.5215,17.0699,-8.5502,-9.5513,2.5962,50,2024-03-21 17:09:55.137479,131
132,132,3,Trigo,70.7894,-65.6566,-15.1912,-7.7503,-10.1788,2.3088,50,2024-03-21 17:09:55.196031,132
133,133,3,Trigo,112.2729,-60.8197,-56.0323,-8.8137,-8.7514,1.7963,50,2024-03-21 17:09:55.254468,133
134,134,3,Trigo,134.8012,-42.0085,-80.8691,-10.313,-4.608,-2.1364,50,2024-03-21 17:09:55.312851,134
135,135,3,Trigo,151.532,-34.953,-91.9497,-12.9044,-4.2775,1.9687,50,2024-03-21 17:09:55.382705,135
136,136,3,Trigo,179.5906,-37.9391,-112.2981,-15.8981,-7.2856,0.8957,50,2024-03-21 17:09:55.448549,136
137,137,4,Trigo,-126.8306,-50.0418,-156.8606,-11.3189,-4.8619,0.57,50,2024-03-21 17:09:59.784283,137
138,138,4,Trigo,-110.2428,-47.7646,-159.0373,-10.8494,-5.0056,-0.1102,50,2024-03-21 17:09:59.844348,138
139,139,4,Trigo,-91.9396,-46.7672,-160.9684,-12.7223,-7.1994,0.1629,50,2024-03-21 17:09:59.897180,139
140,140,4,Trigo,-71.0735,-48.739,-162.156,-12.1715,-7.9323,-0.8143,50,2024-03-21 17:09:59.952778,140
141,141,4,Trigo,-51.5915,-55.8441,-167.4522,-11.2374,-7.415,0.4838,50,2024-03-21 17:10:00.009252,141
142,142,4,Trigo,-24.0841,-67.1022,175.8787,-10.0256,-6.045,-0.0671,50,2024-03-21 17:10:00.080405,142
143,143,4,Trigo,26.5504,-72.2758,130.5288,-10.3417,-3.3674,0.9963,50,2024-03-21 17:10:00.165311,143
144,144,4,Trigo,41.1553,-70.7013,110.2318,-6.8162,-4.4452,0.9149,50,2024-03-21 17:10:00.211534,144
145,145,4,Trigo,25.5228,-74.1867,111.2887,-9.7238,-8.2724,1.2837,50,2024-03-21 17:10:00.271107,145
146,146,4,Trigo,-0.5554,-78.6882,121.0104,-7.0749,-8.9813,-1.2646,50,2024-03-21 17:10:00.337759,146
147,147,4,Trigo,-7.5402,-72.8493,108.9619,-6.5624,-10.6914,1.4466,50,2024-03-21 17:10:00.391547,147
148,148,4,Trigo,-2.4672,-61.2472,83.9367,-7.5108,-10.2267,2.989,50,2024-03-21 17:10:00.465782,148
149,149,4,Trigo,-4.1721,-53.3967,60.5318,-8.5838,-7.779,4.2344,50,2024-03-21 17:10:00.521068,149
150,150,4,Trigo,-8.5927,-59.7289,52.8495,-9.1394,-7.9563,1.7436,50,2024-03-21 17:10:00.581427,150
151,151,4,Trigo,-9.1579,-71.6694,50.1183,-10.8878,-9.058,1.7723,50,2024-03-21 17:10:00.648327,151
152,152,4,Trigo,53.943,-86.7978,-15.522,-12.4493,-7.4533,1.073,50,2024-03-21 17:10:00.704361,152
153,153,4,Trigo,165.4451,-72.6546,-130.2842,-13.575,-5.8822,0.9963,50,2024-03-21 17:10:00.781728,153
154,154,4,Trigo,179.4761,-60.8922,-146.2698,-13.5223,-5.887,0.3114,50,2024-03-21 17:10:00.849122,154
155,155,4,Trigo,-170.0888,-50.4435,-155.6768,-13.848,-3.7841,0.5796,50,2024-03-21 17:10:00.903537,155
156,156,4,Trigo,-160.2359,-44.2531,-159.9566,-13.2205,-1.9927,0.5509,50,2024-03-21 17:10:00.953603,156
157,157,4,Trigo,-138.264,-38.0306,-164.7096,-10.9309,-1.8537,-0.4503,50,2024-03-21 17:10:01.020580,157
158,158,4,Trigo,-102.1436,-32.5564,-175.6169,-10.9021,-5.202,0.2395,50,2024-03-21 17:10:01.082718,158
159,159,4,Trigo,-65.891,-21.2616,177.1798,-10.1405,-7.9036,0.8287,50,2024-03-21 17:10:01.149145,159
160,160,4,Trigo,-53.2877,-20.7933,-178.6612,-8.6556,-7.4629,-0.7664,50,2024-03-21 17:10:01.204622,160
161,161,4,Trigo,-45.5092,-30.8088,-177.7385,-9.7765,-9.1107,-0.9388,50,2024-03-21 17:10:01.282566,161
162,162,4,Trigo,-28.2295,-45.4612,167.5625,-14.0157,-9.4507,3.1471,50,2024-03-21 17:10:01.337681,162
163,163,4,Trigo,0.8392,-61.461,138.7797,-15.7544,-5.9157,-0.5652,50,2024-03-21 17:10:01.404160,163
164,164,4,Trigo,44.8601,-67.8434,88.8651,-11.817,-1.3604,-1.3987,50,2024-03-21 17:10:01.471152,164
165,165,4,Trigo,24.8938,-69.0764,94.138,-13.8001,-13.6468,4.0236,50,2024-03-21 17:10:01.520139,165
166,166,4,Trigo,-47.7921,-76.4626,137.5428,-9.1969,-13.254,-0.8335,50,2024-03-21 17:10:01.597626,166
167,167,4,Trigo,37.4914,-76.6037,46.229,-7.5108,-7.4246,3.4632,50,2024-03-21 17:10:01.696431,167
168,168,4,Trigo,89.7296,-71.5504,-18.8086,-7.0222,-7.3431,0.1724,50,2024-03-21 17:10:01.782161,168
169,169,4,Trigo,140.0641,-71.6529,-82.4231,-9.6663,-9.4028,0.388,50,2024-03-21 17:10:01.851936,169
170,170,4,Trigo,132.1018,-69.5947,-79.4938,-10.2411,-6.3708,3.3578,50,2024-03-21 17:10:01.921140,170
171,171,4,Trigo,132.9552,-63.6798,-84.8662,-9.8723,-3.171,2.5531,50,2024-03-21 17:10:02.083105,171
172,172,4,Trigo,-150.0318,-43.8102,-157.5162,-14.8683,-5.5277,0.0623,50,2024-03-21 17:10:02.279773,172
173,173,4,Trigo,-30.5606,-40.7414,178.8002,-10.5668,-8.2389,-0.7568,50,2024-03-21 17:10:02.436522,173
174,174,4,Trigo,16.2971,-52.3014,140.2866,-11.8218,-4.9529,1.8729,50,2024-03-21 17:10:02.529975,174
175,175,4,Trigo,60.7573,-56.868,94.1354,-11.4099,-1.1352,-0.3449,50,2024-03-21 17:10:02.630307,175
176,176,4,Trigo,57.6453,-58.962,93.1467,-10.3225,-5.6858,2.6441,50,2024-03-21 17:10:02.670774,176
177,177,4,Trigo,21.2789,-77.6061,105.899,-13.5846,-15.1317,-0.1245,50,2024-03-21 17:10:02.736269,177
178,178,5,Trigo,-127.4326,-58.5521,-169.4922,-10.8782,-4.3302,0.3161,50,2024-03-21 17:10:05.858789,178
179,179,5,Trigo,-125.8495,-51.3773,-165.1296,-11.999,-4.8188,0.2108,50,2024-03-21 17:10:05.907488,179
180,180,5,Trigo,-114.059,-46.6677,-167.1053,-11.5105,-4.699,1.1161,50,2024-03-21 17:10:05.978301,180
181,181,5,Trigo,-100.3404,-44.8321,-168.4035,-10.1214,-4.22,0.0623,50,2024-03-21 17:10:06.046682,181
182,182,5,Trigo,-80.2156,-45.0862,-168.2676,-11.9703,-6.3276,0.3114,50,2024-03-21 17:10:06.099064,182
183,183,5,Trigo,-56.6705,-46.8032,-171.9996,-10.289,-6.6821,-0.2012,50,2024-03-21 17:10:06.163841,183
184,184,5,Trigo,-31.4112,-52.9488,-179.9901,-10.1357,-7.027,0.4024,50,2024-03-21 17:10:06.230550,184
185,185,5,Trigo,-9.3112,-64.2089,165.0542,-9.7381,-4.8619,0.2156,50,2024-03-21 17:10:06.313418,185
186,186,5,Trigo,22.5388,-68.3509,132.2562,-9.834,-4.517,-0.7233,50,2024-03-21 17:10:06.353202,186
187,187,5,Trigo,18.7921,-65.5324,121.8333,-8.1383,-6.9743,2.031,50,2024-03-21 17:10:06.413681,187
188,188,5,Trigo,-6.2774,-65.3987,122.5676,-8.5694,-9.8435,0.6419,50,2024-03-21 17:10:06.498254,188
189,189,5,Trigo,-22.2312,-66.188,113.9752,-5.3361,-10.9644,-0.7137,50,2024-03-21 17:10:06.546324,189
190,190,5,Trigo,-15.5625,-53.7255,82.6107,-7.1419,-11.6398,3.1997,50,2024-03-21 17:10:06.616515,190
191,191,5,Trigo,-19.2183,-42.6915,64.5276,-8.0568,-9.4843,4.5505,50,2024-03-21 17:10:06.683226,191
192,192,5,Trigo,-24.6961,-45.4718,57.5746,-7.7982,-9.0532,2.3327,50,2024-03-21 17:10:06.737804,192
193,193,5,Trigo,-23.3775,-58.0444,51.8997,-8.2724,-8.7706,1.8011,50,2024-03-21 17:10:06.803851,193
194,194,5,Trigo,-9.4434,-75.2159,35.1706,-10.8638,-7.4389,1.7627,50,2024-03-21 17:10:06.870641,194
195,195,5,Trigo,136.3478,-83.803,-113.3589,-10.9548,-6.0498,0.6035,50,2024-03-21 17:10:06.948897,195
196,196,5,Trigo,160.0197,-75.0553,-136.8358,-13.6899,-5.6091,2.0885,50,2024-03-21 17:10:07.004054,196
197,197,5,Trigo,178.1156,-63.8859,-153.6056,-14.2504,-5.6187,0.7999,50,2024-03-21 17:10:07.054214,197
198,198,5,Trigo,-151.6199,-42.0476,-166.9692,-12.4302,-1.2837,0.9915,50,2024-03-21 17:10:07.179999,198
199,199,5,Trigo,-124.2089,-38.6303,-172.0786,-9.9298,-2.8213,-0.0719,50,2024-03-21 17:10:07.256073,199
200,200,5,Trigo,-88.8024,-31.444,178.8036,-12.1667,-7.7886,0.8957,50,2024-03-21 17:10:07.300251,200
201,201,5,Trigo,-58.7572,-22.1268,176.7163,-10.7009,-9.125,0.9676,50,2024-03-21 17:10:07.354076,201
202,202,5,Trigo,-44.9497,-29.882,-176.0391,-8.2532,-8.5215,-2.0597,50,2024-03-21 17:10:07.432758,202
203,203,5,Trigo,-31.2269,-45.7413,174.0988,-9.3262,-7.9994,1.1496,50,2024-03-21 17:10:07.499853,203
204,204,5,Trigo,0.9112,-59.091,144.2194,-12.7942,-7.0078,4.0045,50,2024-03-21 17:10:07.566462,204
205,205,5,Trigo,53.4787,-70.924,88.6445,-12.2481,-1.6238,-4.1961,50,2024-03-21 17:10:07.632995,205
206,206,5,Trigo,43.9906,-75.9938,84.0445,-13.8432,-12.3535,2.8213,50,2024-03-21 17:10:07.687158,206
207,207,5,Trigo,-61.4137,-76.3709,160.2098,-9.5226,-13.6516,-0.9053,50,2024-03-21 17:10:07.746029,207
208,208,5,Trigo,-60.5456,-77.849,142.4767,-9.7669,-14.3126,1.7532,50,2024-03-21 17:10:07.815801,208
209,209,5,Trigo,29.9252,-73.9829,44.7611,-7.9275,-6.7492,4.3733,50,2024-03-21 17:10:07.882954,209
210,210,5,Trigo,66.4718,-74.781,-8.6811,-6.9695,-7.5347,0.3257,50,2024-03-21 17:10:07.949450,210
211,211,5,Trigo,110.2142,-77.6877,-64.0555,-8.2005,-8.8424,-0.479,50,2024-03-21 17:10:07.995717,211
212,212,5,Trigo,114.2949,-74.8522,-71.7881,-9.5034,-7.4006,4.1817,50,2024-03-21 17:10:08.065787,212
213,213,5,Trigo,127.0657,-64.054,-86.7173,-9.0819,-4.6751,2.4956,50,2024-03-21 17:10:08.148896,213
214,214,5,Trigo,147.4641,-49.4082,-108.8717,-10.6339,-3.8799,-1.916,50,2024-03-21 17:10:08.190597,214
